59dea29398996c0599962f8e1638b8e8	222
22457000652500af8f441e69e4e5ff46	210
37d88c5cdd1c7a61efc28b860c5e9208	210
a52fec7f3da4c0f16f404ccae040c94e	222
d9125b3f311118683df29567c801cc3e	212
3c1b9189fbcc2f61fdf7f7112e02bf42	212
92a3b9ed6e4dfd19926032a1eb5b88ad	212
4d01d3b1b33c336f8a0253143f43ec67	212
90ec3a830c0e8f1f121b4f9bbc85e2e6	212
12ef05cd9020f9d127d334d03dc85f61	212
3cf6d7676322e2bf6f13b9d49429ce47	230
865f89675bb21b557b117d85d48b6990	212
89a9ffddd1261554e0827aaca09211cb	212
b3bbec4c7d589a71edd5e5ec67fab7e9	212
fbeb07622f1160745bfe9f57bfb22158	212
9ba0645c7f60dc6d10d290822d01e51f	212
ca2d162b49e0a3704197ce765e8f9c43	212
6c9dca027995184ae562a0c316dabd31	212
a705b308a590abbad82af94fd910340c	212
c20c117dd32b71476e504cd18097fb31	206
d714cc184c5c1e4166a4669192a0f6f0	198
fb2c149997a1bf31fa8895773787d3b3	198
6ee73201743e766b8f3073e045157655	222
92270c046b42033003c13ac61a6269b0	196
f7b56be07668f8a1a01bb5472c1becc9	229
2e7ab3abc447ec817695abe557bfc551	245
639ea5b6cb3ba73cfd133b58663b4d55	241
5fb93b39799bc12373df19eb8d669af3	215
7b7aebe8f4a73b3247f57acb0aa1ba46	239
903ca90b74130e09654d6da71304ae08	235
623ebb6b628cb03f05d9c9495d71f8cf	239
a04c891bdd00f71f3a734383033bdcf1	239
8cbb200c043c4b1d2def2ea28c1614c7	239
a2d4a03c0ca6955ad41e049e100ce53c	239
ca630a592edc33e2a95e291f3b7fcd4b	243
32727b04d57e3cef4e2cf22b0318d350	239
b5ef2030bf6bf9a39c5f17aef757846f	257
37d260270e43e882ad760c0138163db4	215
0c22249029222645c50fb8a4b82c8060	239
e7b18532905080a73dd92468a85f76e7	237
eed91d149561940adb0c4bc411e63fe6	250
5be5757183ab55a634e29acb7785b1e2	242
6dd60295409a7614ff91b29bdfea4cd7	239
3a32d48e418a14f10c8f62789badc961	239
084d33f5c80379f16e2078f6f5386672	239
49333a3be667d178f373a86a54b59c0b	243
236ce885d55256c604ba3d1d1ef8fb11	239
fd488dd7a2e252b908efc892f637a80d	222
66f9add0f8153e785db4e51ea90d3e39	222
7d88d510d962ba85633e14a7ac13d7ee	223
9694e25f79e7970c7b1ae8559d543547	241
4a2b02bba8b9b931a6b586f7503c6d17	222
ee09e7468774c2ecc419063b1c48ee67	222
8920c49e1bcfa87a226a6c32b7e5d392	222
62214640319027cd4e53c728932f3ffc	222
48a7710d7a8887eca5ec7275317775ad	222
6c4db2d9a1764ec42c84df90597c4cda	222
c570c757b43bf0a021f96f19a2250a9f	222
0a0a568abbea44f1e929f395a4fdff33	222
7f821f781ddfb0a53fbbb502c91fd65d	222
73cc15c009ec8f90ee0fef3c58b13892	222
0bada9c07dfc04118fa45dcb7e6c3a71	229
1cb9caa2cd86a1742b8db84be42c39e8	224
