371f8ecffcc4d7ad9efd0502d649948b	169
7108b398fffcd80deb2f4c2965a0b870	171
28b467370bd48b9b13a35946d5a6e373	171
856ba1de9096b276e5f990fdc0d90010	169
dc9de6b35228e5d39275fab9a78376d7	171
b2408d85c83976476c268b8b74e0f508	169
f1b0136238fb0ddcf6f7021c8242d1a6	171
1ddd259cfa834435ea48293c70a4ed9d	171
47f90b221b80887850e8e9554e7f21fd	194
839498fa322843fabca628a21b877a5d	171
e20d8d46eb7864cee093b291b6bf00eb	171
3662b8ac154891173095347cad40e2e4	171
322ec093bbb901970d5e47ea9f036c8a	171
02c59096ea21ea4a7cf0f6485e8b1c91	171
f235473145a62853fea52f1a7f07d3d6	171
9778710415d9a2344c19f44e1eda1807	171
2acbf54435c1e3221d9f7ad01250cff7	171
a22cc67dcc2316c71234f3292d98ee55	171
6831feadbf05e77e1093e68f506d54c0	171
674b90f886d0cd86f4fea0b1304c3f78	171
c1373f1d0f8e4f695c146380b10417c7	171
9b00e339f1db4af5f504331d439e1927	171
3f8ff0ff7cfdd31dc3599b8ce02cc22f	169
5d5e1d6ebd80401a8dbd5f72ecd530d1	193
62fe499395e34f88a07e7bfe152f9c19	169
2bd74c4220a8ed3ebbbb3cef42af3916	169
1cdc96c4f579f2d9de585201fe17b05d	169
a8343f55ebca252902bbbbd8c72bdc16	169
297931c72c71cee0413ff149292cc169	169
8fae8a1092ea69b517574b655e42d584	169
bc1f93c684ff8bbaa02932e7bcee9652	169
5b1a33c6173d33b873f7a88df52f5b6a	169
0f248007e2a5c5755c3c02bb1042a8b1	169
6e24a954f9206d6c5f31c7f69abeec5f	169
162a52c4840a6ebd58a7365dfe68a6e2	169
28ee795b59bdb9beac555556a83fe13a	169
884b04ae4ccbc324db9b8c682388b648	170
7ade250030e9db3f008baf5069892594	169
c2c44de7718b7366c525bdeb13bc5f4f	169
2822f57572a6e4e98b318e3d1093db21	169
e7cd1ade01127c6600e7b226dc18912a	169
859f1e5a0003df893ffda0ac36d645dd	169
0cfaaec773eab09027d96cdd224c62ed	169
107782bce69cfd460314010e70e2572e	169
bf8179bd4f783938bc575f43bc52f416	169
701b950a47272448762124c48e832ad5	170
b6ff4fadc5fd7c47e4e7f5da6234fcf1	169
63a280f7638c263c07c7130d29f3c395	169
e5a83bf5e868664b03d853db46181831	169
887ebcb3b049696a37f122c6af0aca76	169
917b280169bcc9294435dc55551a7702	193
ee2adc1c3160f1bc0ea3497947139d46	169
f4491fcf3309452aa679f0b8a2e59eba	169
ba5580808562c2f2ad92a9b2c1ccec41	169
ab0fe5834ebaa442a5b1ca0f9a3ce13d	169
14e6761ed532784d81536904bd8fc0f9	169
e38ffc859bdfea1d11e5ceb7aa4d44da	169
397050a5f2f9a1f81faf345f005fd872	169
9e0802e91780046e425d6035fce5adb1	169
c717485f8ca3a3f5e31dd78bba615ac4	169
ec171f09c0c92771d3aa30730cfdc640	169
47cdb958d14725fb918e246a95362b84	169
f489e874a0477b24f1f8e840f32af63d	169
f542597c54345da01e573bd095de23dd	169
065dcbc8f2497da66b0f4f3f40d2a5fd	169
1b4eee2f9c8a00648591f6be811656ca	172
eae92f80ff57d28350c29b13a779dfeb	169
006bf1b121e608b81b9c5ad63fdb2750	169
6713e2440176ce161c68320a286012c5	170
c2758b432e1499ddab8e8b3660dc67a8	171
4c515df5a903ff5ea96dfd70cf4e3fad	172
8c8a2a1719cf81e997951b7500eecacc	169
